FECHA,PM 10,O3,NO2,CO,SO2,MAXIMO,CONTAMINANTE,EST.,ZONA,,,,
27/02/2016,112,46,33,16,11,122,PM2.5,SM,SUR,,,,
28/02/2016,76,36,26,16,14,104,PM2.5,SM,SUR,,,,
29/02/2016,97,46,35,23,14,99,PM2.5,SC,NORTE,,,,
01/03/2016,99,44,37,26,10,110,PM2.5,SM,SUR,,,,
02/03/2016,103,24,26,18,10,107,PM2.5,"SM, SC","SUR, NORTE",,,,
03/03/2016,99,41,31,16,10,99,PM10,SM,SUR,,,,
04/03/2016,99,46,33,15,11,99,PM10,SM,SUR,,,,
05/03/2016,87,49,36,16,13,91,PM2.5,SM,SUR,,,,
06/03/2016,103,53,32,21,12,104,PM2.5,SM,SUR,,,,
07/03/2016,111,40,32,18,11,111,PM10,SM,SUR,,,,
08/03/2016,111,31,32,18,11,111,PM10,SM,SUR,,,,
09/03/2016,101,31,36,17,7,101,PM10,SM,SUR,,,,
10/03/2016,39,46,43,14,7,60,PM2.5,SC,NORTE,,,,
11/03/2016,81,46,47,24,10,82,PM2.5,SC,NORTE,,,,
12/03/2016,102,98,44,26,11,102,"PM10, PM2.5","SM, SC","SUR, NORTE",,,,
13/03/2016,104,101,47,26,11,108,PM2.5,SC,NORTE,,,,
14/03/2016,109,84,50,25,13,110,PM2.5,SC,NORTE,,,,
15/03/2016,108,104,45,24,12,109,PM2.5,SC,NORTE,,,,
16/03/2016,112,116,56,24,13,116,O3,CB,SUR,,,,
17/03/2016,110,53,40,22,13,110,PM10,SM,SUR,,,,
18/03/2016,110,37,39,18,10,110,PM10,SM,SUR,,,,
19/03/2016,114,40,40,22,12,114,PM10,SC,NORTE,,,,
20/03/2016,117,36,35,26,11,117,PM10,SC,NORTE,,,,
21/03/2016,106,29,31,19,11,106,PM10,SC,NORTE,,,,
22/03/2016,107,36,38,25,12,109,PM2.5,SC,NORTE,,,,
23/03/2016,108,36,37,23,11,108,PM10,SC,NORTE,,,,
24/03/2016,107,27,31,20,9,107,PM10,SC,NORTE,,,,
25/03/2016,104,34,28,19,9,104,PM10,SC,NORTE,,,,
26/03/2016,96,35,30,15,11,96,PM10,SC,NORTE,,,,
27/03/2016,101,57,33,20,12,101,PM10,SC,NORTE,,,,
28/03/2016,102,49,36,21,10,102,PM10,SC,NORTE,,,,
29/03/2016,105,45,47,22,10,105,PM10,SC,NORTE,,,,
30/03/2016,108,43,38,23,9,108,PM10,SC,NORTE,,,,
31/03/2016,111,88,41,24,10,111,PM10,SC,NORTE,,,,
01/04/2016,109,34,39,22,9,109,PM10,SC,NORTE,,,,
02/04/2016,117,34,49,26,10,117,PM10,SC,NORTE,,,,
03/04/2016,117,41,30,27,10,117,PM10,SC,NORTE,,,,
04/04/2016,108,73,54,29,10,108,PM10,SC,NORTE,,,,
05/04/2016,110,134,46,23,14,134,O3,CB,SUR,,,,
06/04/2016,114,101,47,20,11,114,PM10,SC,NORTE,,,,
07/04/2016,113,122,48,27,15,122,O3,CB,SUR,,,,
08/04/2016,120,113,58,22,16,120,PM10,SC,NORTE,,,,
09/04/2016,119,107,50,19,12,119,PM10,SC,NORTE,,,,
10/04/2016,113,88,35,15,12,113,"PM10, PM2.5",SC,NORTE,,,,
11/04/2016,120,59,53,24,12,123,PM2.5,SC,NORTE,,,,
12/04/2016,118,48,44,21,13,118,PM10,SC,"SUR, NORTE",,,,
13/04/2016,116,53,50,21,13,116,PM10,SC,NORTE,,,,
14/04/2016,117,82,43,25,10,117,PM10,SC,NORTE,,,,
15/04/2016,119,50,42,26,10,119,PM10,SC,NORTE,,,,
16/04/2016,120,86,55,21,10,120,PM10,SC,NORTE,,,,
17/04/2016,113,101,47,14,10,113,PM10,SC,NORTE,,,,
18/04/2016,114,51,46,16,14,114,PM10,SM,SUR,,,,
19/04/2016,116,78,44,19,13,118,PM2.5,SM,SUR,,,,
20/04/2016,112,41,34,13,11,114,PM2.5,SC,NORTE,,,,
21/04/2016,106,48,37,11,10,107,PM2.5,SC,NORTE,,,,
22/04/2016,81,47,39,13,10,93,PM2.5,OX,CENTRO,,,,
23/04/2016,84,34,35,15,10,97,PM2.5,SC,NORTE,,,,
24/04/2016,102,39,33,20,9,110,PM2.5,SC,NORTE,,,,
25/04/2016,103,44,41,24,9,105,PM2.5,SM,SUR,,,,
26/04/2016,104,38,47,21,11,104,"PM10, PM2.5","SC, SM","NORTE, SUR",,,,
27/04/2016,109,82,39,25,11,109,PM10,SC,NORTE,,,,
28/04/2016,113,104,55,20,12,113,PM10,SM,SUR,,,,
29/04/2016,115,53,40,20,12,115,PM10,SM,SUR,,,,
30/04/2016,122,84,47,26,12,122,PM10,SC,NORTE,,,,
01/05/2016,118,104,50,25,11,123,PM2.5,SC,NORTE,,,,
02/05/2016,126,86,77,26,11,126,PM10,SC,NORTE,,,,
03/05/2016,137,113,43,22,11,158,PM2.5,SC,NORTE,,,,
04/05/2016,132,96,53,21,10,154,PM2.5,"OX, SC","CENTRO, NORTE",,,,
05/05/2016,123,55,33,13,10,144,PM2.5,OX,CENTRO,,,,
06/05/2016,108,96,39,17,10,122,PM2.5,SC,NORTE,,,,
07/05/2016,106,57,36,16,13,123,PM2.5,SC,NORTE,,,,
08/05/2016,100,103,29,14,10,107,PM2.5,SC,NORTE,,,,
09/05/2016,93,71,37,19,11,107,PM2.5,SC,NORTE,,,,
10/05/2016,86,110,40,14,12,110,O3,MT,SUR,,,,
11/05/2016,93,84,50,17,14,110,PM2.5,OX,CENTRO,,,,
12/05/2016,84,96,53,17,14,113,PM2.5,OX,CENTRO,,,,
13/05/2016,74,88,37,18,11,102,PM2.5,SM,SUR,,,,
14/05/2016,96,94,40,14,15,111,PM2.5,"OX, SM","CENTRO, SUR",,,,
15/05/2016,101,57,34,17,16,118,PM2.5,OX,CENTRO,,,,
16/05/2016,77,46,34,18,10,108,PM2.5,"OX, SC","CENTRO, NORTE",,,,
17/05/2016,101,78,48,22,8,107,PM2.5,SC,NORTE,,,,
18/05/2016,100,102,40,23,9,109,PM2.5,SM,SUR,,,,
19/05/2016,103,61,30,22,9,111,PM2.5,SM,SUR,,,,
20/05/2016,106,94,44,31,8,109,PM2.5,SC,NORTE,,,,
21/05/2016,105,122,24,20,8,122,O3,CB,SUR,,,,
22/05/2016,102,88,20,17,7,107,PM2.5,"SM, SC","SUR, NORTE",,,,
23/05/2016,90,107,28,18,7,117,PM2.5,SC,NORTE,,,,
24/05/2016,100,110,33,25,8,110,"PM2.5, O3","SC, CB","NORTE, SUR",,,,
25/05/2016,109,118,35,26,9,118,O3,CB,SUR,,,,
26/05/2016,105,94,27,14,8,106,PM2.5,SC,NORTE,,,,
27/05/2016,88,78,35,18,8,106,PM2.5,SC,NORTE,,,,
28/05/2016,87,98,22,12,8,104,PM2.5,SC,NORTE,,,,
29/05/2016,74,82,20,12,8,99,PM2.5,SM,SUR,,,,
30/05/2016,80,71,23,14,8,104,PM2.5,SM,SUR,,,,
31/05/2016,87,71,28,13,8,105,PM2.5,SC,NORTE,,,,
01/06/2016,76,55,27,14,9,103,PM2.5,SC,NORTE,,,,
02/06/2016,83,69,27,16,10,107,PM2.5,SC,NORTE,,,,
03/06/2016,70,57,27,13,8,91,PM2.5,SM,SUR,,,,
04/06/2016,87,90,32,15,10,110,PM2.5,SM,SUR,,,,
05/06/2016,86,78,22,13,9,107,PM2.5,SM,SUR,,,,
06/06/2016,61,82,28,11,8,88,PM2.5,SC,NORTE,,,,
07/06/2016,80,49,47,13,8,93,PM2.5,SC,NORTE,,,,
08/06/2016,83,84,45,16,8,96,PM2.5,SC,NORTE,,,,
09/06/2016,88,55,29,12,9,103,PM2.5,SC,NORTE,,,,
10/06/2016,104,98,33,17,10,106,PM2.5,SM,SUR,,,,
11/06/2016,101,42,26,13,11,107,PM2.5,SM,SUR,,,,
12/06/2016,51,36,19,12,9,82,PM2.5,CE,CENTRO,,,,
13/06/2016,54,36,28,13,8,82,PM2.5,CE,CENTRO,,,,
14/06/2016,51,34,23,11,8,75,PM2.5,SM,SUR,,,,
15/06/2016,48,24,21,11,8,73,PM2.5,SM,SUR,,,,
16/06/2016,49,34,31,12,8,73,PM2.5,SM,SUR,,,,
17/06/2016,51,48,23,10,9,88,PM2.5,SM,SUR,,,,
18/06/2016,68,76,20,11,9,97,PM2.5,SM,SUR,,,,
19/06/2016,64,45,20,10,8,94,PM2.5,SM,SUR,,,,
20/06/2016,48,35,17,10,11,84,PM2.5,SM,SUR,,,,
21/06/2016,46,31,33,13,11,81,PM2.5,SM,SUR,,,,
22/06/2016,52,49,21,11,9,79,PM2.5,SM,SUR,,,,
23/06/2016,68,46,29,14,10,90,PM2.5,SM,SUR,,,,
24/06/2016,107,67,33,19,12,111,PM2.5,SC,"NORTE, SUR",,,,
25/06/2016,103,40,22,12,10,107,PM2.5,SC,NORTE,,,,
26/06/2016,81,41,21,12,10,103,PM2.5,CE,CENTRO,,,,
27/06/2016,54,44,20,13,10,82,PM2.5,"SM, SC","SUR, NORTE",,,,
28/06/2016,60,73,18,9,8,75,PM2.5,SC,NORTE,,,,
29/06/2016,68,47,32,10,8,78,PM2.5,SC,NORTE,,,,
30/06/2016,65,57,24,12,8,84,PM2.5,SC,NORTE,,,,
01/07/2016,71,46,26,13,9,88,PM2.5,SC,NORTE,,,,
02/07/2016,64,49,16,11,9,87,PM2.5,SC,NORTE,,,,
03/07/2016,71,53,20,11,9,81,PM2.5,SC,NORTE,,,,
04/07/2016,63,55,27,16,10,81,PM2.5,SC,NORTE,,,,
05/07/2016,71,40,28,13,8,79,PM2.5,CE,CENTRO,,,,
06/07/2016,67,46,25,11,8,76,PM2.5,SC,NORTE,,,,
07/07/2016,84,36,26,14,8,88,PM2.5,MT,SUR,,,,
08/07/2016,103,73,23,12,9,103,PM10,SC,NORTE,,,,
09/07/2016,101,76,19,14,8,101,PM10,SC,NORTE,,,,
10/07/2016,86,45,18,12,8,86,PM10,SC,NORTE,,,,
11/07/2016,77,21,16,11,8,77,PM10,SC,NORTE,,,,
12/07/2016,60,24,19,13,8,67,PM2.5,CE,CENTRO,,,,
13/07/2016,91,47,25,16,9,91,PM10,SC,NORTE,,,,
14/07/2016,84,29,22,15,9,84,PM10,SC,NORTE,,,,
15/07/2016,108,57,18,14,8,108,PM10,"CB, SC",NORTE,,,,
16/07/2016,111,63,21,15,8,111,PM10,"CB, SC",NORTE,,,,
17/07/2016,103,46,19,11,9,103,PM10,SC,NORTE,,,,
18/07/2016,58,45,19,11,9,79,PM2.5,SC,NORTE,,,,
19/07/2016,61,41,18,11,7,73,PM2.5,"CE,CB,SC","CENTRO,",,,,
20/07/2016,60,59,18,11,7,67,PM2.5,"CE, CB","CENTRO,",,,,
21/07/2016,55,40,22,11,7,66,PM2.5,"CE, CB","CENTRO,",,,,
22/07/2016,60,69,25,11,8,76,PM2.5,CB,SUR,,,,
23/07/2016,51,33,12,11,8,72,PM2.5,CB,SUR,,,,
24/07/2016,77,46,22,14,8,77,PM10,SC,NORTE,,,,
25/07/2016,76,92,22,15,10,97,PM2.5,MT,SUR,,,,
26/07/2016,70,59,21,11,7,93,PM2.5,MT,SUR,,,,
27/07/2016,91,67,29,15,11,106,PM2.5,SC,NORTE,,,,
28/07/2016,81,39,21,18,15,105,PM2.5,SC,NORTE,,,,
29/07/2016,88,55,22,14,16,93,PM2.5,SC,NORTE,,,,
30/07/2016,81,55,19,12,9,97,PM2.5,SC,NORTE,,,,
31/07/2016,70,53,16,11,8,90,PM2.5,SC,NORTE,,,,
01/08/2016,71,67,26,16,10,79,PM2.5,SC,NORTE,,,,
02/08/2016,67,63,20,13,12,81,PM2.5,SC,NORTE,,,,
03/08/2016,71,69,23,16,12,100,PM2.5,"CB, SC","SUR, NORTE",,,,
04/08/2016,71,57,19,12,13,97,PM2.5,SC,NORTE,,,,
05/08/2016,76,29,15,12,14,84,PM2.5,SC,NORTE,,,,
06/08/2016,57,23,14,11,12,75,PM2.5,SC,NORTE,,,,
07/08/2016,34,24,8,11,10,57,PM2.5,CB,SUR,,,,
08/08/2016,35,33,19,13,9,61,PM2.5,CB,SUR,,,,
09/08/2016,63,40,19,18,9,72,PM2.5,CB,SUR,,,,
10/08/2016,58,36,25,12,11,70,PM2.5,"CB, SC","SUR, NORTE",,,,
11/08/2016,91,57,29,18,10,99,PM2.5,SC,NORTE,,,,
12/08/2016,78,73,36,19,11,105,PM2.5,SC,NORTE,,,,
13/08/2016,84,59,39,18,11,110,PM2.5,SC,NORTE,,,,
14/08/2016,94,59,20,13,10,107,PM2.5,SC,NORTE,,,,
15/08/2016,83,84,26,17,10,102,PM2.5,SC,NORTE,,,,
16/08/2016,63,39,18,11,10,87,PM2.5,SC,NORTE,,,,
17/08/2016,44,31,15,12,9,73,PM2.5,"CB, SC","SUR, NORTE",,,,
18/08/2016,35,31,21,10,8,60,PM2.5,SM,SUR,,,,
19/08/2016,46,31,19,12,9,66,PM2.5,SM,SUR,,,,
20/08/2016,45,59,21,13,10,76,PM2.5,CB,SUR,,,,
21/08/2016,50,35,21,12,10,81,PM2.5,SC,NORTE,,,,
22/08/2016,64,39,24,16,11,79,PM2.5,SC,NORTE,,,,
23/08/2016,93,49,30,22,10,100,PM2.5,SC,NORTE,,,,
24/08/2016,70,41,31,13,9,90,PM2.5,SM,SUR,,,,
25/08/2016,49,84,32,15,12,84,O3,CB,SUR,,,,
26/08/2016,81,88,30,19,14,103,PM2.5,"MT, SC","SUR, NORTE",,,,
27/08/2016,87,96,33,19,13,111,PM2.5,SC,NORTE,,,,
28/08/2016,78,80,22,12,15,107,PM2.5,SC,NORTE,,,,
29/08/2016,83,104,33,18,14,106,PM2.5,SC,NORTE,,,,
30/08/2016,78,84,25,16,10,102,PM2.5,SC,NORTE,,,,
31/08/2016,81,90,30,16,13,96,PM2.5,MT,SUR,,,,
01/09/2016,88,50,18,13,13,96,PM2.5,SM,SUR,,,,
02/09/2016,71,46,25,12,14,88,PM2.5,SM,SUR,,,,
03/09/2016,58,46,17,10,17,82,PM2.5,"CB, SM",SUR,,,,
04/09/2016,41,28,11,10,12,66,PM2.5,CB,SUR,,,,
05/09/2016,36,24,13,13,8,60,PM2.5,CB,SUR,,,,
06/09/2016,55,31,28,12,10,72,PM2.5,"CB, SC","SUR, NORTE",,,,
07/09/2016,71,63,21,12,10,94,PM2.5,CB,SUR,,,,
08/09/2016,83,105,21,11,10,105,O3,MT,SUR,,,,
09/09/2016,103,59,27,14,9,103,PM10,SC,NORTE,,,,
10/09/2016,105,82,28,13,9,105,PM10,SC,NORTE,,,,
11/09/2016,99,76,20,9,13,99,PM10,SC,NORTE,,,,
12/09/2016,78,63,21,13,28,105,PM2.5,"MT, CB",SUR,,,,
13/09/2016,97,49,23,13,19,108,PM2.5,SC,NORTE,,,,
14/09/2016,101,78,25,15,15,113,PM2.5,SC,NORTE,,,,
15/09/2016,87,100,21,13,18,104,PM2.5,SM,SUR,,,,
16/09/2016,87,37,15,8,16,99,PM2.5,SM,SUR,,,,
17/09/2016,54,37,14,11,12,81,PM2.5,SM,SUR,,,,
18/09/2016,38,37,16,9,10,61,PM2.5,"MT, SM",SUR,,,,
19/09/2016,54,61,18,14,10,70,PM2.5,CB,SUR,,,,
20/09/2016,60,61,18,11,11,73,PM2.5,SM,SUR,,,,
21/09/2016,64,50,17,12,12,75,PM2.5,SM,SUR,,,,
22/09/2016,61,37,18,12,11,69,PM2.5,SM,SUR,,,,
23/09/2016,55,38,26,15,13,75,PM2.5,SC,NORTE,,,,
24/09/2016,76,67,26,13,14,107,PM2.5,SC,NORTE,,,,
25/09/2016,77,51,20,13,13,109,PM2.5,SC,NORTE,,,,
26/09/2016,64,44,17,12,12,103,PM2.5,CB,SUR,,,,
27/09/2016,54,37,16,13,13,78,PM2.5,SM,SUR,,,,
28/09/2016,44,30,22,12,13,69,PM2.5,SM,SUR,,,,
29/09/2016,52,49,22,13,14,90,PM2.5,"CB, SM",SUR,,,,
30/09/2016,50,49,20,13,14,90,PM2.5,"MT, SM",SUR,,,,
01/10/2016,70,46,19,14,22,91,PM2.5,SM,SUR,,,,
02/10/2016,70,44,18,10,22,97,PM2.5,SM,SUR,,,,
03/10/2016,63,44,18,15,22,96,PM2.5,SM,SUR,,,,
04/10/2016,63,40,29,13,14,88,PM2.5,MT,SUR,,,,
05/10/2016,83,41,19,12,15,94,PM2.5,SM,SUR,,,,
06/10/2016,94,46,21,15,15,94,PM10,SC,NORTE,,,,
07/10/2016,96,55,26,19,14,96,PM10,SC,NORTE,,,,
08/10/2016,86,43,15,12,11,86,PM10,SC,NORTE,,,,
09/10/2016,65,34,12,8,11,73,PM2.5,SC,NORTE,,,,
10/10/2016,52,51,26,11,10,73,PM2.5,SM,SUR,,,,
11/10/2016,74,50,24,14,12,90,PM2.5,"CB, SC","SUR, NORTE",,,,
12/10/2016,90,59,22,14,13,102,PM2.5,CB,SUR,,,,
13/10/2016,73,53,18,10,14,91,PM2.5,CB,SUR,,,,
14/10/2016,65,50,30,14,13,79,PM2.5,SM,SUR,,,,
15/10/2016,93,73,23,19,11,105,PM2.5,SC,NORTE,,,,
16/10/2016,97,82,22,17,10,107,PM2.5,SC,NORTE,,,,
17/10/2016,91,50,25,21,11,94,PM2.5,SC,NORTE,,,,
18/10/2016,91,53,34,18,11,97,PM2.5,SC,NORTE,,,,
19/10/2016,86,53,25,22,11,100,PM2.5,SM,SUR,,,,
20/10/2016,102,69,25,17,15,105,PM2.5,SC,NORTE,,,,
21/10/2016,91,34,17,13,16,91,PM10,SM,SUR,,,,
22/10/2016,57,46,20,13,10,72,PM2.5,SC,NORTE,,,,
23/10/2016,60,51,19,15,11,81,PM2.5,SM,SUR,,,,
24/10/2016,65,47,19,16,12,87,PM2.5,SC,NORTE,,,,
25/10/2016,76,65,21,12,14,90,PM2.5,SM,SUR,,,,
26/10/2016,77,44,26,16,13,90,PM2.5,SM,SUR,,,,
27/10/2016,80,31,17,12,12,85,PM2.5,SM,SUR,,,,
28/10/2016,70,36,22,16,11,79,PM2.5,SM,SUR,,,,
29/10/2016,73,48,20,12,11,79,PM2.5,SC,NORTE,,,,
30/10/2016,74,46,22,15,9,94,PM2.5,SC,NORTE,,,,
31/10/2016,61,38,26,17,12,91,PM2.5,SM,SUR,,,,
01/11/2016,108,43,28,31,11,129,PM2.5,SC,NORTE,,,,
02/11/2016,109,50,21,33,11,138,PM2.5,SC,NORTE,,,,
03/11/2016,93,36,26,18,10,114,PM2.5,SC,NORTE,,,,
04/11/2016,61,26,16,12,12,79,PM2.5,SC,NORTE,,,,
05/11/2016,67,42,20,11,10,78,PM2.5,SC,NORTE,,,,
06/11/2016,68,41,16,11,8,82,PM2.5,SC,NORTE,,,,
07/11/2016,105,48,24,12,11,105,PM10,SM,SUR,,,,
08/11/2016,106,44,30,17,12,106,PM10,SM,SUR,,,,
09/11/2016,99,29,22,16,11,104,PM2.5,SM,SUR,,,,
10/11/2016,49,29,16,15,9,87,PM2.5,SC,NORTE,,,,
11/11/2016,90,31,23,20,10,104,PM2.5,SC,NORTE,,,,
12/11/2016,91,35,19,15,10,113,PM2.5,SC,NORTE,,,,
13/11/2016,101,32,16,19,9,107,PM2.5,SC,NORTE,,,,
14/11/2016,106,49,29,19,9,106,"PM10, PM2.5",SC,NORTE,,,,
15/11/2016,101,46,21,13,9,106,PM2.5,MT,SUR,,,,
16/11/2016,83,31,22,18,10,104,PM2.5,MT,SUR,,,,
17/11/2016,101,38,19,18,10,107,PM2.5,SC,NORTE,,,,
18/11/2016,110,41,32,20,12,117,PM2.5,SC,NORTE,,,,
19/11/2016,106,36,19,12,12,109,PM2.5,SC,NORTE,,,,
20/11/2016,77,44,20,11,12,84,PM2.5,SC,NORTE,,,,
21/11/2016,90,63,24,14,10,106,PM2.5,SM,SUR,,,,
22/11/2016,110,63,41,19,10,112,PM2.5,SC,NORTE,,,,
23/11/2016,111,57,28,16,17,114,PM2.5,SC,NORTE,,,,
24/11/2016,109,86,39,16,19,112,PM2.5,SC,NORTE,,,,
25/11/2016,112,78,48,17,12,123,PM2.5,SC,NORTE,,,,
26/11/2016,111,61,36,15,13,124,PM2.5,SC,NORTE,,,,
27/11/2016,108,103,26,15,12,122,PM2.5,SC,NORTE,,,,
28/11/2016,112,48,33,23,12,117,PM2.5,SC,NORTE,,,,
29/11/2016,113,36,34,22,10,114,PM2.5,SC,NORTE,,,,
30/11/2016,108,34,23,17,10,113,PM2.5,SC,NORTE,,,,
01/12/2016,113,35,33,23,10,123,PM2.5,SC,NORTE,,,,
02/12/2016,110,31,22,19,9,120,PM2.5,SC,NORTE,,,,
03/12/2016,107,34,26,18,9,117,PM2.5,SC,NORTE,,,,
04/12/2016,111,24,17,13,9,113,PM2.5,SC,NORTE,,,,
05/12/2016,105,21,17,13,9,105,PM10,SC,NORTE,,,,
06/12/2016,110,38,34,22,9,110,PM10,SC,NORTE,,,,
07/12/2016,113,44,28,17,9,113,PM10,SC,NORTE,,,,
08/12/2016,121,55,29,24,10,123,PM2.5,SC,NORTE,,,,
09/12/2016,113,37,25,17,19,114,PM2.5,SC,NORTE,,,,
10/12/2016,105,38,28,18,17,108,PM2.5,SC,NORTE,,,,
11/12/2016,105,43,26,18,13,114,PM2.5,SC,NORTE,,,,
12/12/2016,115,65,30,18,21,129,PM2.5,SC,NORTE,,,,
13/12/2016,124,92,37,20,24,136,PM2.5,SC,NORTE,,,,
14/12/2016,121,57,37,21,17,127,PM2.5,SC,NORTE,,,,
15/12/2016,128,57,55,26,17,129,PM2.5,SC,NORTE,,,,
16/12/2016,117,45,32,21,10,119,PM2.5,SC,NORTE,,,,
17/12/2016,101,37,21,19,7,115,PM2.5,MT,SUR,,,,
18/12/2016,107,46,27,20,6,114,PM2.5,SC,NORTE,,,,
19/12/2016,103,50,24,19,6,108,PM2.5,SC,NORTE,,,,
20/12/2016,103,44,26,17,11,103,PM10,SC,NORTE,,,,
21/12/2016,102,42,25,18,20,102,PM10,SM,SUR,,,,
22/12/2016,121,49,33,18,20,122,PM2.5,SC,NORTE,,,,
23/12/2016,119,33,31,20,7,119,PM10,SC,NORTE,,,,
24/12/2016,138,51,38,27,7,153,PM2.5,SC,NORTE,,,,
25/12/2016,173,80,23,35,10,173,PM10,SC,NORTE,,,,
26/12/2016,153,46,27,18,8,153,PM10,SC,NORTE,,,,
27/12/2016,119,40,28,21,6,122,PM2.5,SC,NORTE,,,,
28/12/2016,112,38,23,18,11,112,PM10,SC,NORTE,,,,
29/12/2016,113,46,27,18,10,113,PM10,SC,NORTE,,,,
30/12/2016,106,41,24,16,6,106,PM10,SC,NORTE,,,,
31/12/2016,110,46,23,17,6,110,PM10,SC,NORTE,,,,
01/01/2017,149,44,25,44,9,149,PM10,SC,NORTE,,,,
02/01/2017,133,69,27,19,9,141,PM2.5,OX,CENTRO,,,,
03/01/2017,117,92,39,19,11,121,PM2.5,SC,NORTE,,,,
04/01/2017,124,40,33,22,12,130,PM2.5,SC,NORTE,,,,
05/01/2017,123,49,50,20,11,125,PM2.5,SC,NORTE,,,,
06/01/2017,120,48,30,25,11,122,PM2.5,SC,NORTE,,,,
07/01/2017,122,94,29,21,6,131,PM2.5,SC,NORTE,,,,
08/01/2017,120,63,27,21,6,123,PM2.5,SC,NORTE,,,,
09/01/2017,123,44,35,20,7,125,PM2.5,SC,NORTE,,,,
10/01/2017,124,69,41,23,7,124,PM10,SC,NORTE,,,,
11/01/2017,119,80,29,24,7,119,"PM10, PM2.5",SC,NORTE,,,,
12/01/2017,119,92,45,26,8,119,PM10,SC,NORTE,,,,
13/01/2017,129,36,41,27,9,130,PM2.5,SC,NORTE,,,,
14/01/2017,125,44,39,23,8,125,PM10,SC,NORTE,,,,
15/01/2017,101,82,22,19,6,134,PM2.5,SC,NORTE,,,,
16/01/2017,102,78,31,22,6,124,PM2.5,SC,NORTE,,,,
17/01/2017,108,49,22,20,6,112,PM2.5,SC,NORTE,,,,
18/01/2017,119,40,28,20,7,119,PM10,SC,NORTE,,,,
19/01/2017,125,48,43,23,8,125,PM10,SC,NORTE,,,,
20/01/2017,135,29,25,21,7,135,PM10,SC,NORTE,,,,
21/01/2017,131,47,37,21,7,131,PM10,SC,NORTE,,,,
22/01/2017,115,42,23,20,13,115,PM10,SC,NORTE,,,,
23/01/2017,121,46,34,23,13,121,PM10,SC,NORTE,,,,
24/01/2017,149,40,37,23,11,149,PM10,SC,NORTE,,,,
25/01/2017,126,41,28,20,7,126,PM10,SC,NORTE,,,,
26/01/2017,127,49,46,23,8,127,PM10,SC,NORTE,,,,
27/01/2017,131,45,30,22,8,131,PM10,SC,NORTE,,,,
28/01/2017,123,47,29,19,7,123,PM10,SC,NORTE,,,,
29/01/2017,123,37,25,19,7,123,PM10,SC,NORTE,,,,
30/01/2017,116,88,29,20,7,116,PM10,SC,NORTE,,,,
31/01/2017,122,82,31,21,7,122,PM10,SC,NORTE,,,,
01/02/2017,127,46,35,21,7,133,PM2.5,SC,NORTE,,,,
02/02/2017,127,57,39,21,7,134,PM2.5,SC,NORTE,,,,
03/02/2017,113,57,32,21,8,113,PM10,SC,NORTE,,,,
04/02/2017,119,63,27,19,7,122,PM2.5,SC,NORTE,,,,
05/02/2017,116,51,24,17,7,122,PM2.5,SC,NORTE,,,,
06/02/2017,109,49,25,18,19,114,PM2.5,SC,NORTE,,,,
07/02/2017,122,107,44,23,17,132,PM2.5,SC,NORTE,,,,
08/02/2017,127,82,36,22,8,131,PM2.5,SC,NORTE,,,,
09/02/2017,127,46,25,24,8,129,PM2.5,SC,NORTE,,,,
10/02/2017,126,86,35,22,9,126,PM10,SC,NORTE,,,,
11/02/2017,129,106,40,20,9,129,"PM10, PM2.5",SC,NORTE,,,,
12/02/2017,133,106,29,19,9,137,PM2.5,SC,NORTE,,,,
13/02/2017,124,88,30,24,8,124,PM10,SC,NORTE,,,,
14/02/2017,119,61,28,20,8,119,PM10,SC,NORTE,,,,
15/02/2017,139,36,35,21,8,139,PM10,SM,SUR,,,,
16/02/2017,135,36,21,16,8,135,PM10,SM,SUR,,,,
17/02/2017,130,34,25,17,8,130,PM10,SC,NORTE,,,,
18/02/2017,117,44,23,19,8,117,PM10,SC,NORTE,,,,
19/02/2017,114,44,21,17,8,114,PM10,SC,NORTE,,,,
20/02/2017,102,43,26,15,8,102,PM10,SC,NORTE,,,,
21/02/2017,114,41,32,22,8,114,PM10,SM,SUR,,,,
22/02/2017,119,96,36,21,11,120,PM2.5,SM,SUR,,,,
23/02/2017,113,55,32,24,11,115,PM2.5,SM,SUR,,,,
24/02/2017,119,67,28,19,10,119,PM10,SM,SUR,,,,
25/02/2017,121,88,32,23,11,121,PM10,SC,NORTE,,,,
26/02/2017,122,41,27,19,11,128,PM2.5,SC,NORTE,,,,
27/02/2017,113,98,37,25,11,123,PM2.5,SC,NORTE,,,,
28/02/2017,122,73,41,26,11,124,PM2.5,SC,NORTE,,,,
01/03/2017,130,104,45,17,11,159,PM2.5,SM,SUR,,,,
02/03/2017,128,105,28,13,13,157,PM2.5,SM,SUR,,,,
03/03/2017,113,48,27,13,13,121,PM2.5,SC,NORTE,,,,
04/03/2017,114,39,23,10,12,114,PM10,SM,SUR,,,,
05/03/2017,91,46,26,11,13,108,PM2.5,SC,NORTE,,,,
06/03/2017,104,50,30,13,10,107,PM2.5,SC,NORTE,,,,
07/03/2017,116,69,28,15,9,116,PM10,SM,SUR,,,,
08/03/2017,112,69,32,13,8,112,PM10,"SM, SC","SUR, NORTE",,,,
09/03/2017,107,71,29,15,10,107,PM10,SM,SUR,,,,
10/03/2017,102,73,34,15,11,102,PM10,SC,NORTE,,,,
11/03/2017,102,45,30,14,9,102,"PM10, PM2.5",SC,NORTE,,,,
